0	0
4517329193108106637	0
4534972062662729065	0.00002
4536524183238306033	0.00002
4527515803391944323	0
4602678819172646912	0.5
4607182382771220389	1
4607182372863301209	0.99999
4607182418800017408	1
-4616189618054758400	-1
4607204936798154260	1
4607204932294554633	1
4613205983301625446	2.68
4631324175708769485	43.54
4649721534118205850	740.14
4649551659571714458	720.83
4649089864688048538	668.33
4674736138332667904	32767
4674736139432179532	
4674736139981935346	
4675730426697665741	
4675730440441561088	
-4624296097384025293	-0.3
-4600232801625031311	-12.35
4683220299150161609	
4591870180066957722	0.1
4576918229304087675	0.01
4562254508917369340	0.001
4547007122018943789	0.0001
4621875412584313651	10.1
4636736939510915400	100
4636736939440546656	99.99
4604728530581845079	0.72756
4649220913031536877	683.22
-4552384943323215274	-19128.05
4628492270041832410	27.71
4647894600093007872	532.44
4591245052412484072	0.09132
4646646217149981107	451.26
-4555639682630605264	-11835.69
4634558857993630672	69.04
4648573948491988992	609.67
4605226971863729423	0.7829
4651297708514994848	919.33
-4559667130944650962	-6350.9
4634977411283999418	74.99
4644148060392259584	309.25
4605365546189014376	0.79829
4639500935240010911	150.55
-4553257307254954037	-16169.21
4627748697595855870	25.07
4643846802796183552	292.13
4595372825410515644	0.17222
4648378281712965726	587.43
4672636357182661493	25128.04
4633233490844542042	57.1
4646870740019183616	464.02
4591197486561435512	0.09066
4650235925160187427	798.62
-4552599707423145953	-18346.75
4626296877813479978	19.91
4621173444417945600	8.85
4601196009837560886	0.41769
4651778924280368912	974.04
4671595280503753940	21340.63
4631960309156135567	48.06
4642413417053814784	233.33
4597077246562615568	0.21953
4648452665537788881	595.88
-4549087147921311560	-31125.36
4630522732007581234	37.84
4637380382176575488	109.14
4600161394807735242	0.36025
4646354254867672239	434.66
-4561956987057158860	-4268.29
4631849309499069720	47.27
4645308521364062208	375.22
4603119517959084857	0.54893
4630456548242555517	37.37
-4546989916255147260	
4635249801655836738	78.86
4648568044522569728	609
4598725955586498984	0.28057
4641098894154309759	195.96
-4548826758371576574	-32072.66
4635792147640962830	86.57
4645555770283261952	389.27
4603112642332993130	0.54816
4620777436964934962	8.15
4672811047100095953	25763.56
4634077873553427504	63.1
4633106395795816448	56.2
4603323917535240840	0.57162
4645234533416492364	371.01
4675342994478706546	
4635370244798371227	80.57
4647380052810399744	492.97
4600588512108830780	0.38396
4637786106741652169	114.9
-4548283987464055721	
4628900099135588480	29.16
4639014913585446912	136.73
4605463167991498952	0.80912
4648734575321258037	627.93
-4563105036363170945	-3660.07
4629294501872955451	30.56
4646306166031253504	431.93
4605345211056698645	0.79603
4649316195045770242	694.06
-4547541236762224003	
4635264536870867540	79.07
4647929849963347968	536.45
4585418794020466464	0.03648
4647219487304414446	483.84
4669749764101274951	15505.34
4630766728591142866	39.58
4649827091099942912	752.14
4594076039613692768	0.13622
4650400884857796293	817.37
4676796649235395712	
4634640619437490700	70.2
4644263331945775104	315.81
4603569064059960323	0.59884
4651796505824218530	976.03
-4547326725322980652	
4635154846072443398	77.51
4642052165207064576	223.06
4606989274509841040	0.97856
4640568730473902185	180.9
4676012333978736548	
4628503754220882205	27.75
4648854931158073344	641.62
4599348812056372346	0.31515
4646496309253341456	442.74
-4547592886891979091	
4634943965019891774	74.52
4639013289550938112	136.69
4606395721291231408	0.91266
4643810513691551882	290.07
4676262548923839859	
4629063073147103950	29.74
4647859290629996544	528.42
4603114179371991280	0.54833
4643672100942636581	282.2
4676658020364194893	
4636065276884614015	90.45
4643548171035738112	275.15
4604746964039158092	0.72961
4621229802522414150	8.95
-4546501987154373488	
4629224470898749840	30.31
4646586893146783744	447.89
4603430574871636293	0.58346
4649265092267131135	688.25
4662921303296083355	5638.22
4622705763765610086	11.58
4646990138499399680	470.81
4590152636061844184	0.07616
4651028020203942729	888.67
4670079480728273699	16105.09
4634669836540073266	70.62
4647019306696048640	472.46
4605684517970949343	0.8337
4643284990958657663	260.19
4676585739820001831	
4630791639126581759	39.75
4646779398949699584	458.83
4601506866816709020	0.43494
4651517342414241209	944.3
4675611041327805127	
4623459215983269170	12.91
4648058520741085184	551.07
4602466201972655774	0.4882
4645066674463199212	361.47
4672270803253384915	23798.16
4635719484875724974	85.54
4643489131341545472	271.8
4602724263115387383	0.50505
4636295888386474060	93.73
4650902081800008134	874.35
4635721377794943353	85.56
4648637158062555136	616.86
4600446606197102452	0.37609
4650800697381574855	862.82
4671146873717302920	19709.33
4625200504631694302	16.01
4648841143776182272	640.05
4602856338992511103	0.51971
4646321428185710517	432.8
4673008603784233334	26482.27
4634222080220870790	64.26
4644667891021512704	338.8
4607047123509608957	0.98498
4638747257948815376	129.13
4667498043622252050	11409.48
4632837103708589261	54.29
4638297320650178560	122.17
4603558237823225801	0.59764
4649771221903867081	745.79
4672691880791212012	25330.03
4636524897374084845	96.98
4649576385268940800	723.64
4600657534449252152	0.3878
4624772702892930025	15.25
-4547681499985890877	
4622036247386006120	10.39
4639079884629475328	138.58
4601920060290544968	0.45788
4640717993718242825	185.14
4670835581995753259	18576.86
4631413206243903065	44.17
4645164534196076544	367.03
4601295343668973662	0.4232
4632572411040384064	52.41
4666882297616226776	10289.45
4625370402927636854	16.62
4645494423654760448	385.79
4570810593832787712	0.00376
4643655745545778040	281.27
4660206551292076323	3632.58
4636511653976430608	96.79
4631356558473691136	43.77
4605841341872712930	0.85111
4650110272503545614	784.33
-4551867424644481787	-21010.78
4630396870471745064	36.95
4645819701929181184	404.28
4579804908129082432	0.01501
4643860555889379269	292.91
-4552972839184393490	-16989.3
4634303982402219173	65.42
4647636854810607616	507.57
4601500740643218124	0.4346
4648041758408784953	549.17
4665159163288111297	7673.54
4634820003440148401	72.75
4647096332639535104	476.84
4601904270090355046	0.457
4637268079984522615	107.54
4676316008744359032	
4635386521088899521	80.8
4646343614387978240	434.06
4605742088577454416	0.84009
4636516219927630279	96.86
4675913364741419560	
4633829978541438429	61.34
4646959259832025088	469.05
4603944057503865474	0.64047
4651986694885565445	997.66
-4546553470406695833	
4634104472938726661	63.29
4644800909916766208	346.36
4602836260273526102	0.51748
4634957947237102826	74.71
-4577221869867788170	-423.06
4625643321065055506	17.59
4645706952595210240	397.87
4603965514291820785	0.64285
4646889306239225341	465.08
4675481726859898187	
4631763079639954411	46.66
4650030572691783680	775.27
4605084837049229045	0.76712
4647835608368844839	525.73
-4548764637639035623	-32298.65
4634714858462598136	71.26
4646408876952911872	437.77
4605558939745984182	0.81976
4648860246048369869	642.22
4676670027390000417	
4629074416588665389	29.78
4640815615131516928	187.91
4604525331705683270	0.705
4644050133831462616	303.69
4668892060221804321	13945.18
4633159997728122890	56.58
4645978455731601408	413.3
4587885683791890320	0.0536
4648746894186512701	629.33
4668629074656833392	13466.82
4629794598464077273	32.67
4648940570658471936	651.35
4600754224432794320	0.39316
4646706205856598015	454.67
-4551265190647110913	-23201.69
4631986430033974316	48.24
4644539910659768320	331.53
4601555461239172436	0.43764
4650714778379068084	853.06
-4546427561961751145	
4626809162271093372	21.73
4645188222551326720	368.38
4598089382216657732	0.24762
4648773847284489432	632.4
-4553337840001976089	-16022.72
4634314157722627264	65.57
4648935508502642688	650.78
4602520511506063782	0.49121
4649607404574025761	727.16
4670438785723661569	17133.32
4621748692549798514	9.87
4648421237171683328	592.31
4603972984145006080	0.64368
4651521044240302472	944.72
4666166264669081286	8986.99
4634946610884672854	74.55
4637131797522546688	105.61
4604696505512542681	0.72401
4643345527645773692	263.63
4675140300106062628	
4607242767035024173	1.01
4649125593554616320	672.39
4604708138013014456	0.7253
4649153187862807153	675.52
4674903895072082639	
4631959816574926324	48.05
4643407635947716608	267.17
4604712146993378573	0.72574
4649648837387158895	731.87
4676790891185048311	
4636133133464624536	91.41
4645186471278411776	368.28
4601274422822118208	0.42204
4651684818808415007	963.34
4676338694272868492	
4635532648823058858	82.88
4648987704703320064	656.71
4601208146638274860	0.41836
4640379756091933337	175.53
-4549074345965509515	-31171.94
4631594996857611642	45.46
4646105702190809088	420.53
4603587344330625116	0.60087
4651416872225854911	932.88
4676641015153058629	
4633962708066706339	62.29
4639064934922059776	138.16
4604442658280075090	0.69583
4651010358046453348	886.66
4665349189130418841	7846.37
4634305277187112042	65.44
4636065038241628160	90.45
4591904138569205296	0.10047
4651271021101025639	916.29
-4549456477600547021	-29781.75
4633120197166416003	56.3
4646612854076604416	449.36
4597715668825123820	0.23724
4643046445329878927	251.32
-4547601840986288940	
4636313017085365898	93.97
4631452913917493248	44.45
4603677141998664831	0.61084
4651306946944931735	920.38
-4546730574907029522	
4625743610599257512	17.94
4650230222099054592	797.97
4594459505222914256	0.14687
4642773398051191587	243.56
-4549353846952757714	-30155.12
4634670181346919737	70.62
4629199937282768896	30.22
4604729199491101807	0.72764
4628785768064739740	28.75
4674320745991251269	31255.81
4630609735922882498	38.46
4649184772835246080	679.11
4597462282092249964	0.23021
4645419722822880316	381.54
-4549000184251051617	-31441.74
4635957591595398935	88.92
4639612922283163648	153.73
4578190523602894080	0.01221
4639658124937263075	155.02
-4548126421041142695	
4634449012383969339	67.48
4648064190097915904	551.72
4598978883603709378	0.29461
4648749074457252097	629.58
-4547662469225242042	
4629472985155687678	31.19
4647106278173179904	477.41
4594367874223563216	0.14432
4646683071946845849	453.35
-4548299979982692202	
4634891188461758526	73.77
4641762881979809792	214.84
4606384171081183996	0.91138
4641540361707894755	208.51
4675240968725652437	
4629515150107198934	31.34
