default	0	0	normal	normal	normal	0	Hello World! World foo	0:22:220:NU-	=
default	0	0	normal	normal	break-all	0	Hello World! World foo	0:22:220:NU-	=
default	0	0	normal	break-word	normal	0	Hello World! World foo	0:1:10:N-- 1:2:10:N-- 2:3:10:N-- 3:4:10:N-- 4:5:10:N-- 5:6:10:N-- 6:7:10:N-- 7:8:10:N-- 8:9:10:N-- 9:10:10:N-- 10:11:10:N-- 11:12:10:N-- 12:13:10:N-- 13:14:10:N-- 14:15:10:N-- 15:16:10:N-- 16:17:10:N-- 17:18:10:N-- 18:19:10:N-- 19:20:10:N-- 20:21:10:N-- 21:22:10:N--	=
default	0	0	normal	break-word	break-all	0	Hello World! World foo	0:1:10:N-- 1:2:10:N-- 2:3:10:N-- 3:4:10:N-- 4:5:10:N-- 5:6:10:N-- 6:7:10:N-- 7:8:10:N-- 8:9:10:N-- 9:10:10:N-- 10:11:10:N-- 11:12:10:N-- 12:13:10:N-- 13:14:10:N-- 14:15:10:N-- 15:16:10:N-- 16:17:10:N-- 17:18:10:N-- 18:19:10:N-- 19:20:10:N-- 20:21:10:N-- 21:22:10:N--	=
default	0	0	nowrap	normal	normal	0	Hello World! World foo	0:22:220:---	=
default	0	0	nowrap	normal	break-all	0	Hello World! World foo	0:22:220:---	=
default	0	0	nowrap	break-word	normal	0	Hello World! World foo	0:22:220:---	=
default	0	0	nowrap	break-word	break-all	0	Hello World! World foo	0:22:220:---	=
default	0	0	pre	normal	normal	0	Hello World! World foo	0:22:220:---	=
default	0	0	pre	normal	break-all	0	Hello World! World foo	0:22:220:---	=
default	0	0	pre	break-word	normal	0	Hello World! World foo	0:22:220:---	=
default	0	0	pre	break-word	break-all	0	Hello World! World foo	0:22:220:---	=
default	0	0	pre-wrap	normal	normal	0	Hello World! World foo	0:22:220:NU-	=
default	0	0	pre-wrap	normal	break-all	0	Hello World! World foo	0:22:220:NU-	=
default	0	0	pre-wrap	break-word	normal	0	Hello World! World foo	0:1:10:N-- 1:2:10:N-- 2:3:10:N-- 3:4:10:N-- 4:5:10:N-- 5:6:10:N-- 6:7:10:N-- 7:8:10:N-- 8:9:10:N-- 9:10:10:N-- 10:11:10:N-- 11:12:10:N-- 12:13:10:N-- 13:14:10:N-- 14:15:10:N-- 15:16:10:N-- 16:17:10:N-- 17:18:10:N-- 18:19:10:N-- 19:20:10:N-- 20:21:10:N-- 21:22:10:N--	=
default	0	0	pre-wrap	break-word	break-all	0	Hello World! World foo	0:1:10:N-- 1:2:10:N-- 2:3:10:N-- 3:4:10:N-- 4:5:10:N-- 5:6:10:N-- 6:7:10:N-- 7:8:10:N-- 8:9:10:N-- 9:10:10:N-- 10:11:10:N-- 11:12:10:N-- 12:13:10:N-- 13:14:10:N-- 14:15:10:N-- 15:16:10:N-- 16:17:10:N-- 17:18:10:N-- 18:19:10:N-- 19:20:10:N-- 20:21:10:N-- 21:22:10:N--	=
default	0	0	pre-line	normal	normal	0	Hello World! World foo	0:22:220:NU-	=
default	0	0	pre-line	normal	break-all	0	Hello World! World foo	0:22:220:NU-	=
default	0	0	pre-line	break-word	normal	0	Hello World! World foo	0:1:10:N-- 1:2:10:N-- 2:3:10:N-- 3:4:10:N-- 4:5:10:N-- 5:6:10:N-- 6:7:10:N-- 7:8:10:N-- 8:9:10:N-- 9:10:10:N-- 10:11:10:N-- 11:12:10:N-- 12:13:10:N-- 13:14:10:N-- 14:15:10:N-- 15:16:10:N-- 16:17:10:N-- 17:18:10:N-- 18:19:10:N-- 19:20:10:N-- 20:21:10:N-- 21:22:10:N--	=
default	0	0	pre-line	break-word	break-all	0	Hello World! World foo	0:1:10:N-- 1:2:10:N-- 2:3:10:N-- 3:4:10:N-- 4:5:10:N-- 5:6:10:N-- 6:7:10:N-- 7:8:10:N-- 8:9:10:N-- 9:10:10:N-- 10:11:10:N-- 11:12:10:N-- 12:13:10:N-- 13:14:10:N-- 14:15:10:N-- 15:16:10:N-- 16:17:10:N-- 17:18:10:N-- 18:19:10:N-- 19:20:10:N-- 20:21:10:N-- 21:22:10:N--	=
default	5	5	normal	normal	normal	0	Hello World! World foo	0:22:220:NU-	=
default	5	5	normal	normal	break-all	0	Hello World! World foo	0:22:220:NU-	=
default	5	5	normal	break-word	normal	0	Hello World! World foo	0:1:10:N-- 1:2:10:N-- 2:3:10:N-- 3:4:10:N-- 4:5:10:N-- 5:6:10:N-- 6:7:10:N-- 7:8:10:N-- 8:9:10:N-- 9:10:10:N-- 10:11:10:N-- 11:12:10:N-- 12:13:10:N-- 13:14:10:N-- 14:15:10:N-- 15:16:10:N-- 16:17:10:N-- 17:18:10:N-- 18:19:10:N-- 19:20:10:N-- 20:21:10:N-- 21:22:10:N--	=
default	5	5	normal	break-word	break-all	0	Hello World! World foo	0:1:10:N-- 1:2:10:N-- 2:3:10:N-- 3:4:10:N-- 4:5:10:N-- 5:6:10:N-- 6:7:10:N-- 7:8:10:N-- 8:9:10:N-- 9:10:10:N-- 10:11:10:N-- 11:12:10:N-- 12:13:10:N-- 13:14:10:N-- 14:15:10:N-- 15:16:10:N-- 16:17:10:N-- 17:18:10:N-- 18:19:10:N-- 19:20:10:N-- 20:21:10:N-- 21:22:10:N--	=
default	5	5	nowrap	normal	normal	0	Hello World! World foo	0:22:220:---	=
default	5	5	nowrap	normal	break-all	0	Hello World! World foo	0:22:220:---	=
default	5	5	nowrap	break-word	normal	0	Hello World! World foo	0:22:220:---	=
default	5	5	nowrap	break-word	break-all	0	Hello World! World foo	0:22:220:---	=
default	5	5	pre	normal	normal	0	Hello World! World foo	0:22:220:---	=
default	5	5	pre	normal	break-all	0	Hello World! World foo	0:22:220:---	=
default	5	5	pre	break-word	normal	0	Hello World! World foo	0:22:220:---	=
